ident,latitude,longitude,name,city,state,num_runway_hard,num_runway_soft
CYMH,52.3028602600098,-55.8478736877441,Marys Harbour,Marys Harbour,Newfoundland,0,1
CCD2,49.4794273376465,-56.1777839660645,Springdale,Springdale,Newfoundland,1,0
CDY3,49.6574363708496,-54.2374954223633,Fogo,Fogo,Newfoundland,1,0
CCP2,49.0560111999512,-55.4476509094238,Exploits Valley (Botwood),Exploits Valley,Newfoundland,1,0
CYQX,48.9420394897461,-54.5660171508789,Gander Intl,Gander,Newfoundland,2,0
CCZ3,48.274658203125,-53.9239883422852,Clarenville,Clarenville,Newfoundland,1,0
CCC2,47.1371002197266,-55.3291740417481,Winterland,Winterland,Newfoundland,1,0
LFVP,46.762638092041,-56.1755714416504,Saint Pierre,St Pierre I,,1,0
CYBY,47.3109703063965,-53.9908447265625,Bay Roberts Airport,Bay Roberts,,3,0
CCV4,47.6350440979004,-52.9803123474121,Bell Island,Bell Island,Newfoundland,1,0
CHG2,47.6853485107422,-53.2537422180176,Harbour Grace,Harbour Grace,Newfoundland,0,1
CYYT,47.6204872131348,-52.7452507019043,St John's Intl,St John's,Newfoundland,3,0
BGSF,67.0115966796875,-50.7147445678711,Kangerlussuaq,Kangerlussuaq,,1,0
BGGH,64.1930618286133,-51.6759872436523,Nuuk,Nuuk,,1,0
BGKK,65.5733642578125,-37.1248016357422,Kulusuk,Kulusuk,,1,0
LPCR,39.6715049743652,-31.1167106628418,Corvo,Corvo,,1,0
LPFL,39.4553337097168,-31.131383895874,Flores,Flores,,1,0
TBPB,13.0746536254883,-59.4920463562012,Grantley Adams Intl,Barbados,,1,0
SYAR,7.64020824432373,-58.9617805480957,Anna Regina Airport,Anna Regina,,0,1
SYCJ,6.49886894226074,-58.2545394897461,Cheddi Jagan Intl,Georgetown,,2,0
SYBT,6.36019945144653,-58.6541023254395,Bartica A Airport,Bartica,,1,0
SYNA,6.24445152282715,-57.4739837646484,New Amsterdam Airport,New Amsterdam,,1,0
SYRO,6.25459480285645,-57.542797088623,Rosignol Airport,Rosignol,,0,1
SMCO,5.86602067947388,-56.3275337219238,Totness Airport,Totness,,0,1
SMWA,5.84130096435547,-56.6730308532715,Wageningen Airstrip,Wageningen,,1,0
SMWG,5.81967449188232,-56.8154945373535,Alupi Airstrip,Wageningen,,1,0
SYMD,5.27404546737671,-59.1498756408691,Mahdia,Mahdia,,1,0
PKSA,5.17736911773682,-59.4889335632324,Kaieteur International Airport,Mahdia,,1,0
SYKZ,5.26795148849487,-58.9943084716797,Konawaruk Airport,Mahdia,,0,1
SYKT,4.65068674087524,-59.8302230834961,Kato,Kato,,0,1
SJLV,4.35900402069092,-59.9770011901856,Morro Airport,Lethem,,1,0
SJLX,4.45334815979004,-59.8557929992676,Mutum Airport,Lethem,,0,1
SYPM,4.69956970214844,-59.7139549255371,Paramakatoi Airport,Mahdia,,1,0
SMBG,4.77950429916382,-56.7676086425781,Bakhuys Airstrip,Wageningen,,0,1
SMRN,4.88360404968262,-56.939151763916,Ragoebarsing Airstrip,Wageningen,,1,0
SYAN,3.96145582199097,-59.1219940185547,Annai,Annai,,0,1
SYKR,3.75321173667908,-59.3083076477051,Karanambo,Karanambo,,0,1
SDKA,4.16472101211548,-59.8349533081055,Angical Airport,Lethem,,0,1
SDKL,3.83570575714111,-59.7768745422363,Caracaranã Airport,Lethem,,0,1
SJKX,4.16686201095581,-59.7477493286133,Cutia Airport,Lethem,,0,1
SWNM,3.87988328933716,-59.6236457824707,Normândia Airport,Lethem,,0,1
SYLH,3.61753082275391,-59.6805801391602,Lethem Airport,Lethem,,0,1
SYAP,4.01632261276245,-58.6026458740234,Apoteri,Apoteri,,0,1
SYLT,3.37274575233459,-59.7892913818359,Lethem,Lethem,,1,0
SYMP,2.99887943267822,-59.6298027038574,Mountain Point,Mountain Point Guyana,,0,1
SYDW,2.82558608055115,-59.5241584777832,Dadanawa Airport,Lethem,,0,1
SYLE,3.54787063598633,-57.6342086791992,Amatopo Airstrip,Lethem,,0,1
SMCI,3.37070870399475,-57.3476829528809,Coeroenie,Coeroenie,,0,1
SYAH,2.47237873077393,-59.3221435546875,Aishalton,Aishalton,,0,1
SYLP,2.39455270767212,-59.4396133422852,Lumid Pau,Lumid Pau,,0,1
SBHS,2.37442111968994,-59.8920707702637,Boa Vista Airport,Boa Vista,,1,0
SJLH,2.17608857154846,-59.7840957641602,Jacamim Airport,Boa Vista,,0,1
SJLS,2.13171815872192,-59.825008392334,Marupá Airport,Boa Vista,,0,1
SMDU,2.52330732345581,-56.3245964050293,Alalapadu Airstrip,Grand-Santi,,0,1
SMSM,2.35427141189575,-56.7921676635742,Kwamalasoemoetoe Airport,Grand-Santi,,0,1
SJLJ,0.599918305873871,-59.2228851318359,Jatapuzinho Airport,Boa Vista,,0,1
SMJA,5.8264012336731,-55.3370895385742,Jarikaba Airstrip,Groningen,,0,1
SMZO,5.81121253967285,-55.1922760009766,Zorg En Hoop,Paramaribo,,1,0
SOMA,5.6633825302124,-53.764762878418,Mana Airport,Mana,,0,1
SMBN,4.93563222885132,-55.5347023010254,Nieuw Jacobkondre Airstrip,Brownsweg,,0,1
SMJP,5.4527907371521,-55.1876792907715,J.A. Pengel Intl,Zandery,,1,0
SMBS,5.02287244796753,-55.1651039123535,Brownsweg Airstrip,Brownsweg,,0,1
SMGR,5.09156131744385,-55.2492446899414,Gross Rosebel Airstrip,Brownsweg,,0,1
SMLT,4.99642372131348,-54.4415817260742,Langatabbetje Airstrip,Apatou,,0,1
SMMO,5.60772800445557,-54.4001083374023,Moengo Airstrip,Moengo,,0,1
SMCB,4.85246133804321,-55.5932273864746,Cabana Airstrip,Brownsweg,,0,1
SMPG,4.39787006378174,-55.7931175231934,Poesoegroenoe(Pusugrunu) Airstrip,Brownsweg,,0,1
SMRA,4.72291135787964,-56.2082290649414,Ralleigh Airstrip,Brownsweg,,0,1
SMKM,4.548743724823,-54.6031494140625,Grand-Santi Airport,Grand-Santi,,0,1
SMLI,4.2684497833252,-54.7430458068848,Lelygebergte Airstrip,Grand-Santi,,0,1
SMST,4.35109043121338,-54.4180145263672,Stoelmanseiland Airport,Grand-Santi,,0,1
SOOM,5.4833722114563,-54.034351348877,St-Laurent-Du-Maroni,St-Laurent-Du-Maroni,,0,1
SMTB,3.78801846504211,-56.1511688232422,Rudy Kappel,Tafelberg,,0,1
SMBE,3.89864087104797,-55.5779838562012,Cayana Airstrip,Brownsweg,,0,1
SMBO,4.00717067718506,-55.4805450439453,Djumu-Djomoe Airport,Brownsweg,,0,1
SMDA,4.11133527755737,-54.6727066040039,Drietabbetje Airport,Grand-Santi,,0,1
SMGH,4.05840015411377,-54.7859954833984,Godo Holo Airstrip,Grand-Santi,,0,1
SMPE,4.12617826461792,-54.6230583190918,Poeketi Airstrip,Grand-Santi,,0,1
SMPA,3.34687376022339,-55.4426345825195,Vincent Faiks,Paloemeu,,0,1
SMOL,3.10445046424866,-54.5423583984375,Oelemari Airport,Grand-Santi,,0,1
SMPT,3.50284147262573,-55.0581474304199,Apetina Airstrip,Grand-Santi,,0,1
SOOA,3.65601658821106,-54.0393333435059,Maripasoula,Maripasoula,,1,0
SMAN,3.61995077133179,-54.1425933837891,Lawa Antino Airstrip,Grand-Santi,,0,1
SMTA,3.68002772331238,-54.085132598877,Tabiki Airstrip,Grand-Santi,,0,1
SOGN,3.74145603179932,-53.5360069274902,Grand-Santi Airport,Grand-Santi,,0,1
SMLA,3.41086196899414,-54.027645111084,Lawa Anapaike Airstrip,Grand-Santi,,0,2
SBTS,2.22457766532898,-55.9444274902344,Tirios,Obidos,,1,0
SMSI,2.02647233009338,-56.1264343261719,Sipaliwini,Sipaliwini,,0,1
SMVG,1.96395397186279,-55.9295425415039,Vier Gebroeders Airstrip,Grand-Santi,,0,1
SJVN,0.290269672870636,-53.8719024658203,Fazenda Do Limão Airport,Prainha,,0,1
SNSL,0.339508652687073,-53.8193359375,Fazenda Ipitinga Airport,Prainha,,0,1
SOCA,4.8200535774231,-52.3610992431641,Rochambeau,Cayenne,,1,0
SBOI,3.85423874855042,-51.7971801757813,Oiapoque,Oiapoque,,1,0
SOOG,3.89763426780701,-51.8040580749512,St Georges De L'Oyapock,St Georges De L'Oyapock,,1,0
SOSA,4.21102476119995,-51.6666297912598,Ouanary Airport,Saint-Georges-De-L'Oyapock,,0,1
SOCM,3.17282199859619,-52.3360404968262,Vila Brasil Airport,Camopi,,1,0
SBAM,2.0775191783905,-50.8577995300293,Amapa,Amapa,,1,0
SSTQ,0.849615216255188,-51.9075889587402,Silvestre Airport,Mazagao,,1,0
SNXE,0.99370950460434,-51.1207122802734,Aero Z Ferrus Airport,Macapa,,0,1
SBMQ,0.0506159663200378,-51.072151184082,Macapa Intl,Macapa,,1,0
SJKI,0.208828419446945,-51.0121078491211,Hangar Comandante Salomão Alcolumbre Airport,Macapa,,0,1
SJOR,1.01965379714966,-50.2132301330566,Fazenda Parabúfalos Airport,Afua,,1,0
SNKV,1.04191207885742,-50.5178375244141,Fazenda Campo Verde Airport,Macapa,,1,0
SWVP,1.15662682056427,-50.3301620483398,Fazenda Santa Isabel Airport,Afua,,1,0
SBUV,-0.69897997379303,-57.9696273803711,Wai Wai Airstrip,Urucara,,0,1
SBNA,-1.0660674571991,-57.0524253845215,Cachoeira Porteira Airport,Nhamunda,,0,1
SWBL,-1.92477166652679,-59.4124717712402,Balbina,Balbina,,1,0
SJCW,-1.71245098114014,-58.5103797912598,Jatapu,Jatapu,,1,0
SBTB,-1.48964595794678,-56.3967781066895,Trombetas,Oriximina,,1,0
SJTS,-2.07282948493958,-56.4890098571777,Terra Santa Airport,Terra Santa,,0,1
SWWK,-2.52895593643188,-57.755989074707,Urucara,Urucara,,1,0
SBUU,-2.73677110671997,-58.026611328125,Itapiranga Airport,Urucara,,0,1
SWBI,-2.7917857170105,-57.057788848877,Barreirinha,Barreirinha,,1,0
SWPI,-2.67352771759033,-56.7776222229004,Parintins,Parintins,,1,0
SBNH,-2.13117170333862,-56.7324371337891,Faro Airport,Nhamunda,,0,1
SBMN,-3.14591860771179,-59.9860305786133,Ponta Pelada,Manaus,,1,0
SBIC,-3.12656331062317,-58.4816207885742,Itacoatiara,Itacoatiara,,1,0
SWNO,-3.88835787773132,-59.0799598693848,Nova Olinda Do Norte,Nova Olinda Do Norte,,0,1
SBBK,-3.59861254692078,-59.1265830993652,Autazes Airport,Autazes,,0,1
SIFN,-3.58949851989746,-59.6513557434082,Fazenda Planura Airport,Careiro Da Varzea,,0,1
SWMW,-3.37215733528137,-57.7247924804688,Maues,Maues,,1,0
SIYT,-3.1178617477417,-56.5835075378418,Mamuru Airport,Parintins,,0,1
SWBR,-4.40800380706787,-59.6087188720703,Borba,Borba,,1,0
SBJY,-5.33950328826904,-57.7633666992188,Doze De Outubro Airport,Jacareacanga,,0,1
SDWX,-5.49012136459351,-57.2149124145508,Pista Sol Nascente Airport,Jacareacanga,,0,1
SIKO,-5.01998567581177,-57.7765426635742,Fazenda Pison Airport,Jacareacanga,,0,1
SITD,-5.10672521591187,-57.4835624694824,Cara Preta Airport,Jacareacanga,,0,1
SNEH,-5.17981672286987,-57.6218795776367,Mineração Porquinho Airport,Jacareacanga,,0,1
SBKC,-5.46832036972046,-56.849781036377,Jacareacanga Airport,Jacareacanga,,0,1
SISZ,-5.58304738998413,-56.6453132629395,Santa Felicidade Airport,Jacareacanga,,0,1
SJFG,-5.52149343490601,-57.1093063354492,Fazenda Penedo Airport,Jacareacanga,,0,1
SJIY,-4.97615194320679,-56.9238739013672,São Leopoldo Airport,Itaituba,,0,1
SNYQ,-5.32025098800659,-56.664924621582,Pista São Pedro Airport,Itaituba,,0,1
SBEK,-6.23321723937988,-57.7769241333008,Jacareacanga,Jacareacanga,,1,0
SNRQ,-6.10539245605469,-57.3731994628906,Porto Rico Airport,Jacareacanga,,0,1
SNYJ,-6.1352596282959,-57.4015693664551,Pista São Jorge Airport,Jacareacanga,,0,1
SIYW,-5.94202518463135,-56.5526542663574,Cuiú-Cuiú Airport,Cuiú-Cuiú,,0,1
SJGE,-6.08337354660034,-56.2924270629883,Pista Naes Unidas Airport,Jacareacanga,,0,1
SJKR,-6.0785608291626,-56.3893051147461,Pista Krb Airport,Jacareacanga,,0,1
SJPG,-6.12523746490479,-56.3999061584473,Pista Branca De Neve Airport,Jacareacanga,,0,1
SNFL,-6.06230115890503,-56.3029937744141,Garimbo Tocantinzinho Airport,Jacareacanga,,0,1
SNIF,-5.71663427352905,-56.4352951049805,Fazenda Serra Dourada Airport,Jacareacanga,,0,1
SIID,-6.81983470916748,-56.8410224914551,Crepurizão Airport,Jacareacanga,,0,1
SILS,-6.39345836639404,-56.2893905639649,Água Branca Airport,Jacareacanga,,0,1
SIUK,-6.92869901657105,-56.9937629699707,Serra Verde Airport,Jacareacanga,,0,1
SJEL,-6.96591997146606,-56.4741973876953,Eldorado Airport,Jacareacanga,,0,1
SJND,-6.62004041671753,-56.6944389343262,Nova Descoberta Airport,Jacareacanga,,0,1
SNMD,-6.83776664733887,-56.8430633544922,Mundico Coelho Airport,Jacareacanga,,0,1
SNYC,-7.00845861434937,-56.903995513916,Rosa Branca Airport,Jacareacanga,,0,1
SSOW,-6.84026193618774,-56.5867233276367,Comandante Carmelo Airport,Jacareacanga,,0,1
SDOZ,-8.1006031036377,-58.2840576171875,Aldeia Pontal Airport,Jacareacanga,,0,1
SNQW,-7.56474018096924,-57.7396278381348,Cururu Airport,Jacareacanga,,0,1
SIIN,-7.59439563751221,-56.6990776062012,Independência Airport,Jacareacanga,,0,1
SIJZ,-7.39501190185547,-56.7644081115723,Fazenda Vera Paz Airport,Jacareacanga,,0,1
SIKQ,-7.23721885681152,-57.1033668518066,Fazenda Samaúma Airport,Jacareacanga,,0,1
SITO,-7.14843654632568,-56.639087677002,Muriçoca Airport,Jacareacanga,,0,1
SIVR,-7.62893486022949,-56.7466545104981,Fazenda São Raimundo Airport,Jacareacanga,,0,1
SJPU,-7.11893892288208,-56.809139251709,Pau D`Arco Airport,Jacareacanga,,0,1
SJRJ,-7.64041948318481,-56.7875785827637,Agromineral Mutum Airport,Jacareacanga,,0,1
SNDI,-7.0937237739563,-56.8517150878906,Pista Castanheirinho,Jacareacanga,,0,1
SNXR,-7.38978672027588,-56.5205230712891,Fazenda Conforto Airport,Jacareacanga,,0,1
SSEU,-7.28155183792114,-56.5822525024414,Monte Carmelo Airport,Jacareacanga,,0,1
SDUS,-7.95893716812134,-57.840015411377,Mayrowy Airport,Jacareacanga,,0,1
SBKA,-7.89635467529297,-56.6847610473633,Jacareacanga Airport,Jacareacanga,,0,1
SIWT,-7.84532308578491,-56.6657524108887,Santa Helena Airport,Jacareacanga,,0,1
SIWV,-7.85690641403198,-56.7165489196777,Boa Vista Airport,Jacareacanga,,0,1
SJJP,-7.83318042755127,-56.5402679443359,São Francisco Airport,Jacareacanga,,0,1
SJGT,-8.89535522460938,-58.5501213073731,Salto Augusto Airport,Aripuana,,0,1
SBBA,-9.44607067108154,-59.1994476318359,Colniza Airport,Aripuana,,0,1
SWNC,-9.40052795410156,-58.2292785644531,Fazenda Procomp Airport,Alta Floresta,,0,1
SBBN,-8.86324310302734,-57.4204826354981,Teles Pires Lodge Airport,Alta Floresta,,0,1
SSMN,-8.8814811706543,-57.3293151855469,Kururuzinho Airport,Alta Floresta,,0,1
SNFJ,-9.05788707733154,-56.5912322998047,Pousada Thaimaçu Airport,Alta Floresta,,0,1
SJKC,-9.29165458679199,-58.0334930419922,Fazenda Costa Norte Ii Airport,Alta Floresta,,0,1
SWCL,-9.54656410217285,-57.4087982177734,Chácara Santa Eulália Airport,Alta Floresta,,0,1
SWOP,-9.78571033477783,-57.621997833252,Fazenda Agropecuária Embu Airport,Alta Floresta,,0,1
SWSZ,-9.7708683013916,-58.0634727478027,Fazenda Santa Luzia Airport,Alta Floresta,,1,0
SIRR,-9.23671245574951,-56.9902458190918,Lagoa Dos Coqueiros Airport,Alta Floresta,,0,1
SJNS,-9.22849178314209,-57.0170745849609,Ilha Dos Macacos Airport,Alta Floresta,,0,1
SWRP,-10.1873226165771,-59.4574737548828,Aripuanã Airport,Aripuana,,1,0
SWJU,-10.3135290145874,-58.495174407959,Juruena,Juruena,,0,1
OTT,-9.89844512939453,-58.5819778442383,Andre Maggi Airport,Aripuana,,0,1
SBAL,-10.2572193145752,-58.2591018676758,Fazenda Trescinco Juruena Airport,Alta Floresta,,0,1
SNOI,-10.4343814849854,-58.1631240844727,Fazenda Rio Mutuca Airport,Alta Floresta,,0,1
SWQT,-9.86261749267578,-58.2307853698731,Fazenda São Nicolau Airport,Alta Floresta,,0,1
SIWA,-10.7484979629517,-59.3733367919922,Fazenda Estrela Do Aripuanã Airport,Aripuana,,0,1
SBVB,-11.1352481842041,-58.5991706848145,Castanheira Airport,Vilhena,,0,1
SIGX,-11.1979322433472,-58.2354698181152,Fazenda Gairova Airport,Vilhena,,0,1
SJOM,-10.6330289840698,-58.440372467041,Fazenda Karla Renata Airport,Alta Floresta,,0,1
SJZB,-10.6818103790283,-58.6448974609375,Vale Do Tucanã Airport,Aripuana,,1,0
SWLK,-11.0039291381836,-58.2136497497559,Fazenda Conceição Airport,Alta Floresta,,0,1
SBBL,-10.3869915008545,-57.717155456543,Paranorte Airport,Alta Floresta,,0,1
SJFT,-10.0931377410889,-57.7273406982422,Fazenda Triunfo Rio Turvo Airport,Alta Floresta,,0,1
SWUN,-10.1661081314087,-57.5544128417969,Fazenda Santa Eunice Airport,Alta Floresta,,0,1
SSHT,-10.1315402984619,-56.7173080444336,Ingazeira Airport,Alta Floresta,,0,1
SWCH,-9.99492740631104,-57.0644226074219,Fazenda Charqueada Norte Airport,Alta Floresta,,0,1
SWFZ,-9.98752021789551,-56.6760444641113,Serafino Ferruzzi Airport,Alta Floresta,,1,0
SWHJ,-10.0562200546265,-56.9915657043457,Fazenda Bela Vista Airport,Alta Floresta,,0,1
SWHN,-10.1564235687256,-56.9818077087402,Fazenda Nossa Senhora De Fátima Airport,Alta Floresta,,0,1
SWQW,-10.0513601303101,-56.8322830200195,Fazenda Bacaeri Airport,Alta Floresta,,0,1
SWWN,-10.3075103759766,-56.5790138244629,Fazenda Santa Amália Airport,Alta Floresta,,0,1
SBDZ,-11.1759386062622,-57.6687316894531,Fazenda Santa Mônica Airstrip,Alta Floresta,,0,1
SBHX,-10.9141883850098,-56.3526191711426,Alta Floresta Airport,Alta Floresta,,0,1
SSXI,-11.1829566955566,-56.7991218566895,Fazenda Macisa Airport,Sinop,,0,1
SWJA,-11.642894744873,-59.0873794555664,Fazenda Juína Airport,Vilhena,,0,1
SWJN,-11.4197950363159,-58.7098960876465,Juina,Juina,,1,0
SBVD,-11.3249349594116,-58.3516731262207,Fontanillas Airport,Vilhena,,0,1
SIJU,-11.7903184890747,-58.4560394287109,Fazenda Areia Branca Airport,Vilhena,,1,0
SJYY,-11.5217638015747,-58.1730766296387,Rio Do Sangue Airport,Vilhena,,0,1
SWLA,-11.88254737854,-58.634407043457,Fazenda Amália Airport,Vilhena,,0,1
SWZY,-11.5761871337891,-58.2346458435059,Fazenda Sete Estrelas Airport,Vilhena,,0,1
SJFR,-12.523868560791,-58.235710144043,Fronteira Airport,Vilhena,,0,1
SWPG,-11.5398569107056,-57.3780059814453,Porto Dos Gauchos,Porto Dos Gauchos,,0,1
SIZX,-11.2966260910034,-57.5494766235352,Inácio Luís Do Nascimento Airport,Alta Floresta,,0,1
SJTV,-11.474160194397,-57.9210624694824,Fazenda Guerra Airport,Alta Floresta,,0,1
SWEB,-11.563588142395,-58.0267143249512,Fazenda Araúna Airport,Vilhena,,0,1
SWFD,-11.7200050354004,-58.0510025024414,Fazenda Tombador Airport,Vilhena,,0,1
SWOI,-11.8176231384277,-57.56689453125,Fazenda Juara Airport,Sinop,,0,1
SWZA,-11.3970422744751,-58.1215438842773,Agrosan Airport,Vilhena,,0,1
SWYQ,-11.4677600860596,-56.4376754760742,Fazenda Nova Fronteira,Fazenda Nova Fronteira,,1,0
SBSW,-11.8722066879272,-56.2769622802734,Fazenda Agrovera Airport,Sinop,,0,1
SBVQ,-11.542236328125,-56.521411895752,Fazenda América Airstrip,Sinop,,0,1
SITC,-11.2980089187622,-56.8366394042969,Carmine Castaldo Airport,Sinop,,0,1
SBSX,-12.2796983718872,-57.3425559997559,Brianorte Airport,Sinop,,0,1
SBVN,-12.0995588302612,-58.001880645752,Brasnorte Airport,Vilhena,,0,1
SBVW,-12.017557144165,-56.4136009216309,Fazenda Ouro Branco Airport,Sinop,,0,1
SSOY,-12.2911882400513,-57.0205993652344,Fazendamorada Do Sol Airport,Sinop,,0,1
SJHM,-12.9490671157837,-58.5878028869629,Fazenda Globo Airport,Vilhena,,0,1
SJNZ,-13.2579364776611,-58.7299537658691,Fazenda Três Lagoas Airport,Vilhena,,0,1
SJWM,-13.0703258514404,-58.7077217102051,Fazenda Sanga Funda Airport,Vilhena,,0,1
SWET,-13.3128461837769,-58.799690246582,Fazenda Encantado Airport,Vilhena,,0,1
SIXO,-13.9837036132813,-59.6573944091797,Fazenda N S De Fatima,Fazenda N S De Fatima,,1,0
SWBQ,-13.7504901885986,-59.6960334777832,Barracao Queimado,Vila Bela Da S S Trindad,,0,1
SISW,-13.8229503631592,-59.1632232666016,Fazenda Mato Grosso Airport,Pontes E Lacerda,,0,1
SNIX,-13.5580263137817,-59.1143188476562,Fazenda Masutti Airport,Vilhena,,0,1
SNNO,-14.0589075088501,-59.8499603271484,Fazenda São Domingos Airport,Pontes E Lacerda,,0,1
SNOT,-14.0138654708862,-59.8814735412598,Fazenda Santa Fé Do Guaporé Airport,Vilhena,,0,1
SSMZ,-13.9254779815674,-59.9887580871582,Fazenda São Mateus Airport,Vilhena,,0,1
SWQJ,-13.398980140686,-59.2493362426758,Campos De Júlio Airport,Vilhena,,0,1
SWSG,-13.6048526763916,-59.3176460266113,Fazenda Simarelli Airport,Vilhena,,1,0
SWVN,-13.6339130401611,-59.7960739135742,Valdir Masutti Airport,Vilhena,,0,1
SWTU,-13.4654912948608,-58.8665771484375,Fazenda Tucunare,Fazenda Tucunare,,1,0
SICJ,-13.4625463485718,-58.7782440185547,Gaivota Aviação Agrícola Airport,Vilhena,,0,1
SJVZ,-13.6149768829346,-58.5707969665527,Fazenda São Paulo Airport,Nova Olimpia,,0,1
SNSJ,-13.5293159484863,-58.5734481811523,Fazenda Fogliatelli Airport,Vilhena,,0,1
SWLN,-13.4184017181396,-58.4722862243652,Fazenda Franciosi Airport,Nova Olimpia,,0,1
SWOT,-13.9429502487183,-58.8956642150879,Fazenda Planorte Airport,Pontes E Lacerda,,0,1
SBFF,-12.9930152893066,-57.4107856750488,Fazenda Varnier Airport,Arenapolis,,0,1
SBHV,-13.1845111846924,-57.9972801208496,Arenapolis Airport,Arenapolis,,0,1
SWXK,-13.2743167877197,-56.892162322998,Fazenda Rio Alegre,Fazenda Rio Alegre,,1,0
SBHN,-12.79958152771,-57.1291923522949,Fazenda Locks Airport,Arenapolis,,0,1
SINM,-13.0964508056641,-56.5260276794434,Fazenda Itanhangá Airport,Diamantino,,0,1
SJTP,-12.7228212356567,-56.5021438598633,Boa Safra Airport,Sinop,,0,1
SWCY,-12.8450717926025,-56.9771194458008,Fazenda Aparecida Do Norte Airport,Arenapolis,,0,1
SDLW,-13.4423780441284,-57.7854881286621,Fazenda Campo Real Airport,Arenapolis,,0,1
SIWI,-13.9271507263184,-57.2427787780762,Guapirama Airport,Arenapolis,,0,1
SJAF,-13.6716976165771,-57.9002189636231,Fazenda Água Limpa Airport,Nova Olimpia,,0,1
SJGB,-13.5879001617432,-57.4669799804687,Fazenda Ponte De Pedra Airport,Arenapolis,,0,1
SJNL,-13.6268739700317,-57.5831680297852,Fazenda Reata Airport,Arenapolis,,0,1
SJRV,-13.3876476287842,-57.6176452636719,Pch Garganta Da Jararaca Airport,Arenapolis,,1,0
SJTU,-13.5850267410278,-57.5645332336426,Fazenda Tucano Airport,Arenapolis,,0,1
SWOG,-13.7642021179199,-56.9554824829102,Fazenda Itaipu,Fazenda Itaipu,,1,0
SBDU,-13.4345531463623,-56.7305068969727,São José Do Rio Claro Airport,Diamantino,,0,1
SDAO,-14.0207223892212,-56.545524597168,Fazenda Portela Airport,Diamantino,,0,1
SJGN,-13.6677627563477,-56.4817619323731,Fazenda Agromar Airport,Diamantino,,0,1
SWTI,-14.5192775726318,-59.780200958252,Sao Vicente,Sao Vicente,,1,0
SWYM,-14.6423683166504,-59.4490852355957,Fazenda Anhanguera,Fazenda Anhanguera,,1,0
SJOO,-14.1345376968384,-59.8194847106934,Doutor João Osmar De Oliveira Airport,Pontes E Lacerda,,0,1
SSVW,-14.5173435211182,-59.5566062927246,Fazenda Galera Airport,Pontes E Lacerda,,0,1
SSUT,-14.4484224319458,-58.2955474853516,Fazenda Agrofel Airport,Nova Olimpia,,0,1
SWJB,-14.7439479827881,-58.1305046081543,Fazenda Juba Airport,Nova Olimpia,,1,0
SDKR,-15.1729688644409,-59.1720695495606,Fazenda Triângulo Airport,Pontes E Lacerda,,0,1
SJAA,-15.0694017410278,-59.1547737121582,Fazenda São José Do Rio Branco Airport,Pontes E Lacerda,,0,1
SJRC,-14.8320531845093,-59.6853828430176,Serra Da Borda Airport,Pontes E Lacerda,,0,1
